_id,codice_cis,denominazione,ragione_sociale,comparto,tipologia,sottotipologia,classicazione,cod_istat_provincia_sede_operativa,sigla_provincia_sede_operativa,provincia_sede_operativa,codice_nuts_1_sede_operativa,codice_nuts_2_sede_operativa,codice_nuts_3_sede_operativa,codice_istat_comune_sede_operativa,comune_sede_operativa,via_sede_operativa,civico_sede_operativa,mail_sede_operativa,telefono_sede_operativa,localita_sede_operativa,pec_sede_operativa,sito_web,lingue_parlate,brand_comunicazione,breve_descrizione,foto,foto1,foto2,foto3,foto4,foto5,latitudine,longitudine,data_ultima_modifica,tel_fisso,logo,codice_ateco,modalita_prenotazione,cancellazione_pagamento,carte_credito_accreditate,accessibilita_spazi_interni,accessibilita_spazi_esterni,servizi_animali,servizi_generali,tipo_cucina,fascia_prezzo_pasto_medio,riconoscimenti,ricetta_tipica,descrizione_servizi,territorio,prodotto_specializzazione,tema_specializzazione,tipo_rappresentazione,produzione_tipica_zona,prodotti_tipici,tipo_attrezzatura_ricreativa,periodi,id_sede,provincia,comune,localita,servizi_camera,parcheggio,internet,check_in,check_out,prima_colazione,tipo_colazione,resort,centro_congressi,numero_sale,accessibilita_sale_disabili,capienza_sala_principale,lunghezza_sala_principale,superficie_sala_principale,potenza_elettrica_max_sala_principale,caratteristiche_sala_principale,capienza_sala_piccola,superficie_totale_sale,area_foyer,numero_zone_foyer,zone_banchetti,totale_superificie_area_congressi,area_espositiva_interna,area_espositiva_esterna,superficie_area_esposativa_interna,superficie_area_espositiva_esterna,servizi_per_eventi,country_house,masseria_didattica,certificazione_qualita_ambientale,scelta_parcotema_percorso_cammino,scelta_cantina_frantoio_forno_pastificio_caseificio,scelta_maneggio_campogolf_stadio_diving,servizio_biglietteria,scelta_teatri_saleconcerto,scelta_infopoint_proloco,scelta_cinema_studicinema_mediatiche,scelta_biblio_archivi_musei_galleriearte,scelta_parcodivertimento_parcotematico,numero_zone_banchetti,servizi_specifici_persone_disabili,scelta_porto_approdo_puntoormeggio
1816,,Ognissole,Feudi di San Gregorio SPA,Enogastronomia,Valorizzazione e promozione dell'enogastronomia pugliese,Servizi per la valorizzazione delle eccellenze enogastronomiche della Puglia,n.d.,073,TA,Taranto,ITF,ITF4,ITF43,073026,Sava,Contrada Papacaniello,,info@ognissole.it,,,,,,,,,,,,,,40.403713,17.557323,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,,OGOPOGO Viaggi,OGOPOGO sas di Di Benedetto Roberto & C.,Intermediazione e organizzazione | Mice e Wedding,Agenzie di viaggi on line e tradizionali | Wedding,Servizi Agenzie di viaggi on line e tradizionali | Wedding e event planner,n.d.,072,BA,Bari,ITF,ITF4,ITF47,072029,Molfetta,Via Ten. Fiorino,60,commerciale@ogopogoviaggi.com,0803353386,,,www.ogopogoviaggi.com,,,"L'Agenzia si occupa di pianificare ed organizzare incoming in Puglia, viaggi ed incentive aziendali,  eventi sportivi, viaggi di nozze.",,,,,,,41.201576,16.604654,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818,,Oikos,associazione di promozione sociale,"Arte, cultura e creatività | Enogastronomia | Mice e Wedding | Sport, natura e benessere","Attività creative, artistiche e di intrattenimento | Gestione e servizi di valorizzazione culturale e creativa | Mice | Natura | Valorizzazione e promozione dell'enogastronomia pugliese","Creazioni artistiche e letterarie | Organizzatori professionali di congressi, eventi e fiere | Servizi a fini ricreativi legati ad avventura e natura | Servizi di gestione, valorizzazione e innovazione dei beni culturali materiali e immateriali | Servizi per la valorizzazione delle eccellenze enogastronomiche della Puglia",n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075057,Otranto,via Stazione,2° piano fse,oikos.sostenibile@gmail.com,3895615495,,oikosostenibile@pec.it,,,,,,,,,,,,,2023-05-10 16:44:04+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,,OLD CARS CLUB,ASSOCIAZIONE,"Sport, natura e benessere",Sport e benessere,Servizi per la persona e per il benessere,n.d.,072,BA,Bari,ITF,ITF4,ITF47,072006,Bari,VIA NAPOLI,357/D,segreteria@oldcarsclub.it,3663114000,,oldcarsclub@pec.it,,,,,,,,,,,,,2023-05-10 16:44:03+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,,Olì Olà,Di Molfetta Pantaleo & C. Snc,Enogastronomia,Ristorazione | Valorizzazione e promozione dell'enogastronomia pugliese,"Servizi di ristorazione (ristoranti, catering, ...) | Servizi per la valorizzazione delle eccellenze enogastronomiche della Puglia",n.d.,110,BT,Barletta-Andria-Trani,ITF,ITF4,ITF48,110003,Bisceglie,Via Ruvo,86,comunicazione@oliodipuglia.it,0803921478,,,,,,,,,,,,,41.22815,16.505075,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821,,Ombre,Associazione culturale Ombre,"Arte, cultura e creatività","Attività creative, artistiche e di intrattenimento",Attività di supporto alle rappresentazioni artistiche | Creazioni artistiche e letterarie | Rappresentazioni artistiche,n.d.,072,BA,Bari,ITF,ITF4,ITF47,072021,Gioia del Colle,Via Murgia,3095,ombre.associazione@gmail.com,3295411644,,ombre@pec.it,,,,,,,,,,,,,2023-05-10 16:44:03+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822,,Omniacine di giuseppe castellano,Omniacine di giuseppe castellano,"Arte, cultura e creatività",Cinema e musica,"Attività di produzione, post-produzione e distribuzione cinematografica, di video e di programmi televisivi, registrazioni musicali e sonore",n.d.,072,BA,Bari,ITF,ITF4,ITF47,072028,Mola di Bari,via francesco baracca,s.n.c.,metropolismulticine@yahoo.it,3920592486,,omniacine@pec.it,,italiano|inglese,omniacine di giuseppe castellano,impresa che si occupa di gestione delle sale cinematografiche.,,,,,,,,,2023-05-10 16:44:05+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1823,,One,One di Salvatore di Matteo,"Arte, cultura e creatività | Enogastronomia | Mice e Wedding",Gestione e servizi di valorizzazione culturale e creativa | Mice | Valorizzazione e promozione dell'enogastronomia pugliese,"Attività ricreative, di intrattenimento e di divertimento | Organizzatori professionali di congressi, eventi e fiere | Servizi di traduzione e interpretariato | Servizi per la valorizzazione delle eccellenze enogastronomiche della Puglia",n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071051,San Severo,Milazzo,13,sdimatteo@libero.it,3472221429,,salvatoredimatteo@pec.it,www.noleggiogonfiabili.info,francese|inglese|italiano,One Eventi,"Sono titolare della ditta One di Salvatore di Matteo dal febbraio 2014, anche se vanto esperienza lavorativa nel medesimo ambito dal 1 agosto 2000. L'azienda si occupa della realizzazione e della promozione di eventi culturali e artistici su tutto il territorio nazionale attraverso la produzione di eventi di piazza, della comunicazione e del noleggio di attrezzature per divertimento e svago.",,https://www.dms.puglia.it/digitalmanagementsystem/image/33192/foto1-33192.jpg,https://www.dms.puglia.it/digitalmanagementsystem/image/33192/foto2-33192.jpg,https://www.dms.puglia.it/digitalmanagementsystem/image/33192/foto3-33192.jpg,https://www.dms.puglia.it/digitalmanagementsystem/image/33192/foto4-33192.JPEG,https://www.dms.puglia.it/digitalmanagementsystem/image/33192/foto5-33192.jpg,,,2023-05-10 16:44:01+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824,,ONE,One di Salvatore di Matteo,"Arte, cultura e creatività | Enogastronomia","Attività creative, artistiche e di intrattenimento | Gestione e servizi di valorizzazione culturale e creativa | Valorizzazione e promozione dell'enogastronomia pugliese","Attività di supporto alle rappresentazioni artistiche | Attività ricreative, di intrattenimento e di divertimento | Servizi per la valorizzazione delle eccellenze enogastronomiche della Puglia",n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071051,San Severo,via Tiberio Solis,96,one.info@libero.it,3472221429,,salvatoredimatteo@pec.it,https://www.salvatoredimatteo.eu,francese|inglese|italiano,One Eventi,"Dal febbraio 2014 la ditta One di Salvatore di Matteo si occupa della realizzazione e della promozione di eventi culturali e artistici su tutto il territorio nazionale attraverso la produzione di eventi di piazza, della comunicazione e del noleggio di attrezzature per divertimento e svago.",,https://dms.ect.regione.puglia.it/image/33454/foto1-33454.jpg,https://dms.ect.regione.puglia.it/image/33454/foto2-33454.jpg,https://dms.ect.regione.puglia.it/image/33454/foto3-33454.jpg,https://dms.ect.regione.puglia.it/image/33454/foto4-33454.JPEG,https://dms.ect.regione.puglia.it/image/33454/foto5-33454.jpg,,,2023-05-10 16:44:01+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,,"Onggi, la biodiversità a tavola",Onggi di Brandi Francesco & C sas,Enogastronomia,Valorizzazione e promozione dell'enogastronomia pugliese,Servizi di vendita e/o produzione con degustazione di prodotti tipici locali | Servizi per la valorizzazione delle eccellenze enogastronomiche della Puglia,n.d.,072,BA,Bari,ITF,ITF4,ITF47,072011,Bitonto,Prima parallela via Torre d'Agera,3,info@onggi.it,3922954401,,onggi@pec.it,,,,,,,,,,,,,2023-05-10 16:44:00+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,,Onirica,Onirica Associazione Culturale,"Arte, cultura e creatività","Attività creative, artistiche e di intrattenimento",Rappresentazioni artistiche,n.d.,072,BA,Bari,ITF,ITF4,ITF47,072006,Bari,filippo fusco,18,onirica_teatro@yahoo.it,3287160463,,onirica@pec.it,,,,,,,,,,,,,2023-05-10 16:43:57+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,,ONLY FOOD,APS,"Arte, cultura e creatività | Enogastronomia | Servizi utili di fruizione",Gestione e servizi di valorizzazione culturale e creativa | Guide e accompagnatori turistici | Valorizzazione e promozione dell'enogastronomia pugliese,"Guide turistiche | Servizi di gestione, valorizzazione e innovazione dei beni culturali materiali e immateriali | Servizi per la valorizzazione delle eccellenze enogastronomiche della Puglia",n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071024,Foggia,Via Sant'Alfonso de' Liguori,229,info@onlyfood.org,3291564951,,pec@pec.onlyfood.org,www.onlyfood.org,inglese,APS ONLY FOOD,"L'associazione di promozione sociale ONLY FOOD dal 2015 promuove il territorio della Provincia attraverso le sue eccellenze eno-gastronomiche tipiche locali. Ad oggi vanta più di 70 aziende associate, tra cui produttori di olio, vino, pasta, salumi, formaggi, prodotti da forno ecc oltre a professionisti del settore culinario, turistico e ospitality.
Sono stati organizzati diversi laboratori, visite guidate e corsi di assaggi abbinati alle risorse locali più rappresentative.
Per ulteriori informazioni pregasi inviare una email su info@onlyfood.org",,https://www.dms.puglia.it/digitalmanagementsystem/image/32630/foto1-32630.JPG,https://www.dms.puglia.it/digitalmanagementsystem/image/32630/foto2-32630.png,,,,,,2023-05-10 16:44:04+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,,Open,Società Cooperativa sociale,"Arte, cultura e creatività | Servizi utili di fruizione",Cinema e musica | Gestione e servizi di valorizzazione culturale e creativa | Guide e accompagnatori turistici | Servizi di prenotazione e altre attività di assistenza turistica,"Attività di produzione, post-produzione e distribuzione cinematografica, di video e di programmi televisivi, registrazioni musicali e sonore | Guide turistiche | Prenotazione e altre attività di assistenza turistica | Servizi di gestione, valorizzazione e innovazione dei beni culturali materiali e immateriali",n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075041,Martignano,Piazza Palmieri,12,direzione@parcopalmieri.it,3895544424,,opencoopeativasociale@pec.it,,,,,,,,,,,,,2023-05-10 16:44:04+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,,opuswine,opuswine snc,Enogastronomia,Ristorazione,"Servizi di ristorazione (ristoranti, catering, ...)",n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071046,San Giovanni Rotondo,traversa castellana,12,opuswine@tiscali.it,0882456413,,,,,,,,,,,,,,,2019-07-01 11:46:47+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830,,Orca Diving Center,,Servizi utili di fruizione,Guide e accompagnatori turistici,Accompagnatori turistici | Guide turistiche,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075097,Porto Cesareo,Via Litoranea per Torre Lapillo,,info@orcadivingcenter.it,3495701717,,,,"Italiano, Inglese, Francese, Portoghese, Thailandese",,,,,,,,,40.288174,17.853695,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831,,Orchestra Barocca La Confraternita de'Musici,Associazione,"Arte, cultura e creatività","Attività creative, artistiche e di intrattenimento | Cinema e musica",Attività di registrazione sonora e di editoria musicale | Attività di supporto alle rappresentazioni artistiche | Rappresentazioni artistiche,n.d.,074,BR,Brindisi,ITF,ITF4,ITF44,074001,Brindisi,via Sabaudia,9,segreteria@laconfraternitademusici.it,3470604118,,laconfraternitademusici@pec.it,,,,,,,,,,,,,2023-05-10 16:44:01+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832,,Orchestra della Magna Grecia di Taranto e Potenza,Orchestra della Magna Grecia di Taranto e Potenza,"Arte, cultura e creatività","Attività creative, artistiche e di intrattenimento",Rappresentazioni artistiche,n.d.,073,TA,Taranto,ITF,ITF4,ITF43,073027,Taranto,Via Tirrenia,4,amministrazione@orchestramagnagrecia.it,0997304422,,orchestramagnagrecia@pec.it,,,,,,,,,,,,,2023-05-10 17:56:18+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,,Orchestra di Puglia e Basilicata,Orchestra di Puglia e Basilicata,"Arte, cultura e creatività","Attività creative, artistiche e di intrattenimento",Rappresentazioni artistiche,n.d.,072,BA,Bari,ITF,ITF4,ITF47,072023,Gravina in Puglia,Via Corsica,31,orchestradipugliaebasilicata@hotmail.it,3495657880,,orchestradipugliaebasilicata@pec.it,,,,,,,,,,,,,2021-07-06 10:48:05+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,,Orchestra Filarmonica Lecce,Orchestra Filarmonica Lecce,"Arte, cultura e creatività","Attività creative, artistiche e di intrattenimento",Rappresentazioni artistiche,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075035,Lecce,Torquato Tasso,36,orchestrafilarmonicalecce@gmail.com,3478853554,,orchestrafilarmonicalecce@pec.it,,italiano,Orchestra Filarmonica di Lecce,"L¿Associazione Orchestra Filarmonica di Lecce, è un nuovo progetto nato nel gennaio del 2017 dall'iniziativa di alcuni componenti dell'ex Orchestra Sinfonica della Fondazione ICO ""Tito Schipa"" Onlus di Lecce che dopo aver vissuto le note, dolenti e travagliate, vicissitudini che l'hanno portata alla sua chiusura, hanno voluto mettere in campo la loro esperienza per non disperdere un patrimonio musicale costruito in oltre quarant'anni di attività sinfonica e lirica.
Il nuovo sodalizio si occupa, oltre alla gestione della compagine orchestrale (nelle più diversificate articolazioni di repertorio), della progettazione e realizzazione di eventi musicali, di attività di formazione e perfezionamento per musicisti, e rappresenta un centro servizi per enti pubblici e privati nell'ambito dello spettacolo dal vivo, avvalendosi della collaborazione di noti artisti in campo nazionale ed internazionale.",,https://www.dms.puglia.it/digitalmanagementsystem/image/32570/foto1-32570.jpg,https://www.dms.puglia.it/digitalmanagementsystem/image/32570/foto2-32570.jpg,https://www.dms.puglia.it/digitalmanagementsystem/image/32570/foto3-32570.jpg,https://www.dms.puglia.it/digitalmanagementsystem/image/32570/foto4-32570.jpg,https://www.dms.puglia.it/digitalmanagementsystem/image/32570/foto5-32570.jpg,,,2023-05-10 16:44:04+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835,,ORCHESTRA FILARMONICA PUGLIESE,ORCHESTRA FILARMONICA PUGLIESE,"Arte, cultura e creatività",Gestione e servizi di valorizzazione culturale e creativa,"Attività ricreative, di intrattenimento e di divertimento",n.d.,072,BA,Bari,ITF,ITF4,ITF47,072029,Molfetta,VIA TENENTE MARZOCCA,69,filarmonicapugliese@gmail.com,3478836695,MOLFETTA,filarmonicapugliese@pec.it,,,,,,,,,,,,,2021-06-15 12:58:39+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836,,ORCHESTRA SAVERIO MERCADANTE,ASSOCIAZIONE,"Arte, cultura e creatività","Attività creative, artistiche e di intrattenimento",Attività di supporto alle rappresentazioni artistiche | Creazioni artistiche e letterarie | Rappresentazioni artistiche,n.d.,072,BA,Bari,ITF,ITF4,ITF47,072004,Altamura,VIA BRIGA,6,segreteria@saveriomercadante.com,3284791748,,orchestrasaveriomercadante@pec.it,,,,,,,,,,,,,2023-05-10 16:43:59+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837,,ORCHESTRA SINFONICA DI LECCE E DEL SALENTO OLES,ORCHESTRA SINFONICA DI LECCE E DEL SALENTO OLES SOC. COOP.,"Arte, cultura e creatività","Attività creative, artistiche e di intrattenimento",Rappresentazioni artistiche,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075035,Lecce,VIA COLONNELLO COSTADURA,7,giandovaccari@libero.it,3387971215,,orchestrasinfonicalecce@pec.it,,,,,,,,,,,,,2023-05-10 16:43:56+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838,,ORFEO SRL,ORFEO SRL,"Arte, cultura e creatività | Enogastronomia | Servizi utili di fruizione","Attività creative, artistiche e di intrattenimento | Cinema e musica | Gestione e servizi di valorizzazione culturale e creativa | Ristorazione | Servizi di prenotazione e altre attività di assistenza turistica","Attività di produzione, post-produzione e distribuzione cinematografica, di video e di programmi televisivi, registrazioni musicali e sonore | Attività di supporto alle rappresentazioni artistiche | Attività ricreative, di intrattenimento e di divertimento | Biglietteria eventi culturali, sportivi e ricreativi | Gestione di strutture artistiche | Prenotazione e altre attività di assistenza turistica | Rappresentazioni artistiche | Servizi di ristorazione (ristoranti, catering, ...)",n.d.,073,TA,Taranto,ITF,ITF4,ITF43,073027,Taranto,VIA PITAGORA,80,adrianodigiorgio@libero.it,0994533590,,orfeo-srl@pec.it,,,,,,,,,,,,,2023-05-10 16:43:55+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839,,ORGANIZZAZIONE DI VOLONTARIATO MONTE SANT'ANGELO FRANCIGENA,MONTE SANT'ANGELO FRANCIGENA,"Arte, cultura e creatività | Sport, natura e benessere","Attività creative, artistiche e di intrattenimento | Gestione e servizi di valorizzazione culturale e creativa | Natura","Attività di supporto alle rappresentazioni artistiche | Attività ricreative, di intrattenimento e di divertimento | Servizi a fini ricreativi legati ad avventura e natura | Servizi di gestione, valorizzazione e innovazione dei beni culturali materiali e immateriali",n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071033,Monte Sant'Angelo,VIA STAMPORLANDO,28,MSAFRANCIGENA@GMAIL.COM,3498222869,,MSAFRANCIGENA@PEC.IT,,,,,,,,,,,,,2023-05-10 16:44:02+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840,,Origano Osteria,,Enogastronomia,Ristorazione,"Servizi di ristorazione (ristoranti, catering, ...)",n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075047,Minervino di Lecce,Via Scarciglia,18,origano@cantinemenhir.com,0836818199,,,,,,,,,,,,,40.091946,18.42255,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,,Original Salento,Original Salento Srls,Mice e Wedding,Mice | Wedding,"Organizzatori professionali di congressi, eventi e fiere | Wedding e event planner",n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075035,Lecce,Via G. Leopardi,52,direzione@originalsalento.com,3275313185,,originalsalento@pec.it,,,,,,,,,,,,,2023-05-10 16:44:04+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,,Orione,Orione,"Arte, cultura e creatività",Gestione e servizi di valorizzazione culturale e creativa,Gestione di strutture artistiche,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075039,Maglie,roma,130,info@orione.biz,0836424282,,orionemaglie@pec.it,,,,,,,,,,,,,2022-12-06 10:31:12+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,,ORPHEO PER L'ALBA DI DOMANI,ORPHEO PER L'ALBA DI DOMANI,"Arte, cultura e creatività","Attività creative, artistiche e di intrattenimento",Attività di supporto alle rappresentazioni artistiche | Rappresentazioni artistiche,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075035,Lecce,G.M. MORICINO,10/A,associazioneorpheo@gmail.com,3275720381,,associazioneorpheo@pec.it,,,,,,,,,,,,,2023-05-10 16:43:56+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844,,ORSA MAGGIORE,ASSOCIAZIONE CULTURALE E TURISTICA ORSA MAGGIORE,Servizi utili di fruizione,Servizi di prenotazione e altre attività di assistenza turistica,Prenotazione e altre attività di assistenza turistica,n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071035,Orsara di Puglia,Trento,1,orsamaggiore.orsara@gmail.com,3209444560,Foggia,Orsamaggiore2.0.orsara@legalmail.it,,inglese|italiano,ORSA MAGGIORE,"L'associazione Orsa Maggiore nasce il 15 giugno 2015 per volontà di un gruppo di giovani 
orsaresi provenienti dall¿esperienza della Consulta Giovanile Orsarese.
Lo scopo dell¿associazione è favorire le attività culturali, ricreative e turistiche, in 
particolare quelle orientate all¿associazionismo giovanile.
È stata promotrice diretta o 
collaboratrice di 60 eventi e iniziative 
sociali, didattiche, musicali e culturali. L¿
ambito delle sue attività è piuttosto 
ampio, perché l¿associazione è attiva 
non solo nella formazione musicale e nell¿
organizzazione del Wild Fest, ma anche 
nella collaborazione di manifestazioni 
teatrali, cinematografiche, letterarie e 
nelle attività formative per l¿integrazione 
degli immigrati. Nell¿ambito del progetto 
SPRAR di accoglienza ai richiedenti asilo 
e ai rifugiati politici,l¿associazione Orsa 
Maggiore ha offerto un servizio di 
doposcuola gratuito e volontario per i 
minori delle famiglie accolte in paese , al 
fine di favorirne l¿integrazione ed il 
rendimento scolastici.",,https://dms.ect.regione.puglia.it/image/79149/foto1-79149.png,https://dms.ect.regione.puglia.it/image/79149/foto2-79149.jpg,,,,,,2023-06-19 12:35:28+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845,,O.R.S.A. ONLUS,OSSERVATORIO RICERCHE E STUDI SUGLI AIUTI - O.R.S.A. ONLUS,"Arte, cultura e creatività",Gestione e servizi di valorizzazione culturale e creativa,"Attività ricreative, di intrattenimento e di divertimento",n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071020,Cerignola,Via Carmagnola,3,info@orsaonlus.com,0885412395,,orsaonlus@legalmail.it,,,,,,,,,,,,,2023-05-10 16:44:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
