_id,codice_cis,denominazione,ragione_sociale,comparto,tipologia,sottotipologia,classicazione,cod_istat_provincia_sede_operativa,sigla_provincia_sede_operativa,provincia_sede_operativa,codice_nuts_1_sede_operativa,codice_nuts_2_sede_operativa,codice_nuts_3_sede_operativa,codice_istat_comune_sede_operativa,comune_sede_operativa,via_sede_operativa,civico_sede_operativa,mail_sede_operativa,telefono_sede_operativa,localita_sede_operativa,pec_sede_operativa,sito_web,lingue_parlate,brand_comunicazione,breve_descrizione,foto,foto1,foto2,foto3,foto4,foto5,latitudine,longitudine,data_ultima_modifica,tel_fisso,logo,codice_ateco,modalita_prenotazione,cancellazione_pagamento,carte_credito_accreditate,accessibilita_spazi_interni,accessibilita_spazi_esterni,servizi_animali,servizi_generali,tipo_cucina,fascia_prezzo_pasto_medio,riconoscimenti,ricetta_tipica,descrizione_servizi,territorio,prodotto_specializzazione,tema_specializzazione,tipo_rappresentazione,produzione_tipica_zona,prodotti_tipici,tipo_attrezzatura_ricreativa,periodi,id_sede,provincia,comune,localita,servizi_camera,parcheggio,internet,check_in,check_out,prima_colazione,tipo_colazione,resort,centro_congressi,numero_sale,accessibilita_sale_disabili,capienza_sala_principale,lunghezza_sala_principale,superficie_sala_principale,potenza_elettrica_max_sala_principale,caratteristiche_sala_principale,capienza_sala_piccola,superficie_totale_sale,area_foyer,numero_zone_foyer,zone_banchetti,totale_superificie_area_congressi,area_espositiva_interna,area_espositiva_esterna,superficie_area_esposativa_interna,superficie_area_espositiva_esterna,servizi_per_eventi,country_house,masseria_didattica,certificazione_qualita_ambientale,scelta_parcotema_percorso_cammino,scelta_cantina_frantoio_forno_pastificio_caseificio,scelta_maneggio_campogolf_stadio_diving,servizio_biglietteria,scelta_teatri_saleconcerto,scelta_infopoint_proloco,scelta_cinema_studicinema_mediatiche,scelta_biblio_archivi_musei_galleriearte,scelta_parcodivertimento_parcotematico,numero_zone_banchetti,servizi_specifici_persone_disabili,scelta_porto_approdo_puntoormeggio
432,,MIRAVACANZE,FRATELLI QUAGLIA SRL,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071038,Peschici,Località grotta dell'acqua,,info@miravacanze.it,,,,,,,,,,,,,,41.929874,16.08572,2019-07-01 00:00:00+02,,,,,,,,,,,,,,,,Gargano e Daunia,,,,,,,,16,,,,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,,
433,,Molinella Lido,Lido Molinella Residence di Ranalli Raffaele & c.,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071060,Vieste,Località Molinella,68,info@residencelidomolinella.it,0884705537,,,www.residencelidomolinella.it,,LIDO MOLINELLA,Stabilimento Balneari esistente dagli anni settanta a conduzione familiare accessoriato di tutti ii servizi per un ottimo soggiorno.,,,,,,,41.909126,16.138931,2023-09-11 00:00:00+02,0884705537,,,,,,Pavimenti non sdrucciolevoli | Arredi fissi | Servizi igienici | Percorsi orizzontali con andamento quanto piu' possibile continuo,,,,,,,,,Gargano e Daunia,,,,,,,,16,,,MOLINELLA,,Privato scoperto gratuito,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
434,,MON REVE,DOMUS SRL,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,073,TA,Taranto,ITF,ITF4,ITF43,073027,Taranto,PESCA MAZZISCIATA,,commerciale@monreve.it,0997312185,,,www.monreve.it,Inglese | Francese | Italiano,MON REVE LIDO,"Lungo la litoranea Salentina, in località San Francesco degli Aranci, sorge il Mon Reve, complesso turistico alberghiero affacciato sul mare, a pochi chilometri da Taranto.  Il resort occupa la parte interna di due baie, separate da un panoramico promontorio sul quale sono state realizzate le piscine ed il bar .  La maggior parte di esso è stato sistemato a verde e in estate è attrezzato con ombrelloni per gli ospiti della struttura. Le baie sono circondate dalla scogliera e dalla vegetazione mediterranea e racchiudono due spiagge di sabbia fine che in estate accolgono i bagnanti. L'acqua, poco profonda e limpida, offre una visuale nitida del fondale marino, e consente agli appassionati di fare magnifiche escursioni con maschere e pinne sotto la scogliera.",,,,,,,40.388523,17.27635,2019-07-01 00:00:00+02,0997312185,https://dms.ect.regione.puglia.it/image/20227/logo-20227.png?type=logo,,,,,Balconi e terrazze | Porte di accesso facilmente manovrabili | Servizi igienici | Terminali degli impianti facilmente utilizzabili e individuabili,Parcheggi,Spazio apposito per animali,Baby sitting | Cassaforte / cassette di sicurezza | Ristorante | Bar | Camere / struttura per ospiti disabili,Tipica | Per celiaci | Per altre esigenze specifiche,,,,,"Magna Grecia, Murgia e Gravine",,,,,,,,16,,,talsano,,Privato scoperto gratuito,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
435,,MOSQUITO BEACH BAR,DE RINALDIS ROBERTO,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075079,Squinzano,VIA PESCE AURIGA,,MOSQUITOBEACHBAR@HOTMAIL.IT,3891769478,,,,,,,,,,,,,40.51055,18.096289,2019-07-01 00:00:00+02,3891769478,,,,,,Porte di accesso facilmente manovrabili | Pavimenti non sdrucciolevoli | Percorsi orizzontali con andamento quanto piu' possibile continuo | Porte e finestre facilmente utilizzabili,Parcheggi | Percorsi | Pavimentazione | Segnaletica,,Bar | Ristorante,Tipica,,,,,Salento,,,,,,,,16,,,,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,,
436,,Nautilus s.a.s,Nautilus s.a.s. dei F.lli Cantatore Nedo & Girolamo & C.,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,072,BA,Bari,ITF,ITF4,ITF47,072022,Giovinazzo,S.S. 16 KM 781+400 s.n.,,lidonautilus@libero.it,0803946955,,,Lido Nautilus Giovinazzo (Fb),,Lido Nautilus,Stabilimento Balneare - Beach Bar,,,,,,,41.19151,16.650585,2022-10-21 00:00:00+02,0803946955,,,,,,,,,,,,,,,Bari e la costa,,,,,,,,16,,,Giovinazzo (BARI),,Privato coperto gratuito,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,sedieJob,
437,,NINETYTHREE DI BALLARINO GIOACCHINO & C. SAS,NINETYTHREE DI BALLARINO GIOACCHINO & C. SAS,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,110,BT,Barletta-Andria-Trani,ITF,ITF4,ITF48,110005,Margherita di Savoia,VIA BARLETTA,SC,ELIRUSSOLBT@GMAIL.COM,3381948881,,NINETYTHREE93@GMAIL.COM,,,,,,,,,,,,,2023-05-10 00:00:00+02,3381948881,,,,,,Pendenza rampa | Porte di accesso facilmente manovrabili | Servizi igienici,Pavimentazione,,Bar | Ristorante,Tipica,,,,,Puglia Imperiale,,,,,,,,16,Bat,MARGHERITA DI SAVOIA,,,Custodito,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,,
438,,Oasi Beach,Mistral & C. S.A.S.,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075031,Gallipoli,Via della Fenice,,leggerabrezzanord@virgilio.it,,,,,,,,,,,,,,40.087475,18.012363,2019-07-01 00:00:00+02,,,,,,,,,,,,,,,,Salento,,,,,,,,16,,,,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,,
439,,Oasi Beach,Oasi Beach Di Russo Pietro & C. Snc,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,110,BT,Barletta-Andria-Trani,ITF,ITF4,ITF48,110005,Margherita di Savoia,Lungomare A. Vespucci,,ass.asba@gmail.com,,,,,,,struttura balneare per famiglie e giovani,,,,,,,41.3735,16.156635,2022-10-31 00:00:00+01,,,,,,,,,,,,,,,,Puglia Imperiale,,,,,,,,16,,,,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,sedieJob,
440,,Oasi s.r.l. - Cocoloco,Oasi s.r.l.,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075090,Ugento,loc.fontanelle - lit.per s.maria di leuca,snc,srloasi@gmail.com,,,,www.lidococoloco.it,,lido cocoloco,stabilimento balneare e chiosco bar,,,,,,,39.927113,18.161457,2023-10-03 00:00:00+02,,,,,,,,,,,,,,,,Salento,,,,,,,,16,,,TORRE SAN GIOVANNI MARINA DI UGENTO,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,sedieJob,
441,,OKTÁGONA BEACH & RESTAURANT,EDILSAVI SRL,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,074,BR,Brindisi,ITF,ITF4,ITF44,074001,Brindisi,VIA DI TORRE TESTA,6,amministrazione@edilsavi.it,0831568612,,edilsavi@pec.it,www.oktagona.it,,Oktágona beach&restaurant,"Oktágona beach&restaurant, sul litorale nord di Brindisi, a pochi minuti dall'Aeroporto del Salento, è uno stabilimento balneare dotato di bar, pizzeria e ristorante di alto livello. La location esclusiva è ideale per organizzare cerimonie ed eventi privati, anche oltre la stagione estiva, poiché dotata di una grande sala vista vista mare, chiusa e riscaldata. Oktágona è anche music club con esibizioni dal vivo, djset, spettacoli e intrattenimento.",,,,,,,40.679703,17.931335,2023-03-29 00:00:00+02,0831568612,,,,,,Porte di accesso facilmente manovrabili | Pavimenti non sdrucciolevoli | Porte e finestre facilmente utilizzabili | Arredi fissi | Servizi igienici | Balconi e terrazze | Percorsi orizzontali con andamento quanto piu' possibile continuo | Scale con un adeguamento regolare ed omogeneo per tutto il loro sviluppo | Pendenza rampa,Percorsi | Pavimentazione | Parcheggi | Segnaletica,,,,,,,,Salento,,,,,,,,16,,,Punta Penne,,Privato scoperto a pagamento,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,passerelle,
442,,Onda Beach,Hotel Elisa s.n.c. di Fasanella Arcangela,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071038,Peschici,Borgo Marina,20,info@hotelelisa.it,,,,,,ONDA BEACH,STABILIMENTO BALNEARE NELLA BAIA DI PESCHICI,,,,,,,41.947865,16.010427,2019-07-01 00:00:00+02,,,,,,,,,,,,,,,,Gargano e Daunia,,,,,,,,16,,,PESCHICI,,Privato scoperto a pagamento,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,sedieJob,
443,,ORANGE SUN,IMMOBILIARE CENTRO STORICO SRL,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075097,Porto Cesareo,TORRE LAPILLO,81,direzione@hotelclubazzurro.it,0833569147,PORTO CESAREO,lepietresrl@pec.hotelclubazzurro.it,,,,,,,,,,,,,2023-07-25 00:00:00+02,0833569147,,93.29.20,,,,,,,Bar | Ristorante,Tipica | Italiana | Specialita' di mare,,,,,Salento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,,ORMEGGIO NATANTI,COOPERATIVA NAUTISUD SIRIO A RL,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,074,BR,Brindisi,ITF,ITF4,ITF44,074007,Fasano,VIA DEGLI SCAVI,90/92,DITANOPEC@LIBERO.IT,0804392284,SAVELLETRI,,,Italiano | Inglese,,SERVIZI DI ORMEGGIO BARCHE ,,,,,,,,,2023-09-21 00:00:00+02,0804392284,,93.29.20,,,,,,,,Altro,,,,,Valle d'Itria e Murgia dei Trulli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,,Pantanagianni Beach,Pantanagianni Beach di Mele Antonia,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,074,BR,Brindisi,ITF,ITF4,ITF44,074002,Carovigno,Pantanagianni - Via del Mare,,giangiuis@hotmail.it,3493084822,,,,Italiano,PANTANAGIANNI BEACH,"delizioso lido,mare pulito,personale accogliente,titolari disponibili e sempre presenti...cortesia e gentilezza ogni giorno al vostro servizio",,,,,,,40.74792,17.719618,2022-10-21 00:00:00+02,3493084822,,,,,,Porte e finestre facilmente utilizzabili | Servizi igienici | Percorsi orizzontali con andamento quanto piu' possibile continuo,Percorsi | Pavimentazione | Segnaletica,,Bar,Tipica,,,,,Valle d'Itria e Murgia dei Trulli,,,,,,,,16,,,pantanagianni,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,sedieJob,
446,,Paradise Beach,Paradise Beach,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,110,BT,Barletta-Andria-Trani,ITF,ITF4,ITF48,110002,Barletta,Lungomare Pietro Paolo Mennea,,dipalog@libero.it,,,,,,paradise beach,stabilimento balneare bar area giochi,,,,,,,,,2022-10-20 00:00:00+02,,,,,,,Arredi fissi | Servizi igienici | Percorsi orizzontali con andamento quanto piu' possibile continuo,Percorsi | Segnaletica,,,,,,,,Puglia Imperiale,,,,,,,,16,,,barletta,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,sedieJob,
447,,Piccolo Lido,Piccolo Lido di Filograna Ranieri G. &C. s.a.s,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075031,Gallipoli,Lungomare Galileo Galilei,91 bis,info@piccololido.it,0833292644,,lidopiccolosas@gigapec.it,www.piccololido.it,,,Stabilimento balneare con annesso Bar Pizzeria  Trattoria,,,,,,,40.034428,18.134047,2022-09-23 00:00:00+02,0833292644,,,,,,Scale con un adeguamento regolare ed omogeneo per tutto il loro sviluppo,,Ciotola croccantini,,Tipica,,,,,Salento,,,,,,,,16,,,Gallipoli,,Pubblico a pagamento | Pubblico gratuito,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
448,,Piri Piri Lido,S.B.P. di Forte Vito e C. SNC,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,073,TA,Taranto,ITF,ITF4,ITF43,073014,Maruggio,Contrada Acqua dolce litoranea salentina,,sistemaconsulenze@libero.it,0999721960,,,,,,stabilimento balneare,,,,,,,40.326714,17.572958,2019-07-01 00:00:00+02,0999721960,,,,,,,,,,,,,,,Salento,,,,,,,,16,,,,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
449,,PIZZOMUNNO VIESTE PALACE HOTEL,MARTUR srl,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071060,Vieste,Lungomare E. Mattei,,info@hotelpizzomunno.it,0884708741,,,www.hotelpizzomunno.it,,Pizzomunno Vieste Palace Hotel & Beach Resort,"In uno splendido scenario, sull'estrema punta del Gargano, a due passi dal mare e a poche centinaia di metri dall'abitato di Vieste, sorge il Pizzomunno Vieste Palace Hotel. Con la sua spiaggia privata, il centro benessere, l'animazione e le attività sportive, i ristoranti e le sale per eventi e congressi, il Pizzomunno é, ormai per tradizione, une delle mete più ambite da coloro che amano il sole, la buona cucina, la natura incontaminata e la vita sportiva.",,,,,,,41.855843,16.174965,2023-09-26 00:00:00+02,0884708741,,,,,,Balconi e terrazze | Ascensore,,,,,,,,,Gargano e Daunia,,,,,,,,16,,,Vieste,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
450,,Playa del Sol,Playa del Sol di Scarcia Marco,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075090,Ugento,Lungomare Torre Mozza Via G.B. Tiepolo,,info@lidoplayadelsol.com,,,,,,Playa del Sol di Marco Scarcia,Stabilimento balneare,,,,,,,39.927113,18.161457,2019-07-01 00:00:00+02,,,,,,,Scale con un adeguamento regolare ed omogeneo per tutto il loro sviluppo | Pendenza rampa,Percorsi | Pavimentazione,,,,,,,,Salento,,,,,,,,16,,,Marina di Ugento,,Privato scoperto a pagamento,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,sedieJob,
451,,Playa Margarita,D. & D. Di Desantis M. & C. Sas,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,110,BT,Barletta-Andria-Trani,ITF,ITF4,ITF48,110005,Margherita di Savoia,Lungomare Cristoforo Colombo,,ass.asba@gmail.com,,,,,,,"struttura balneare, ideale per giovani e famiglie",,,,,,,41.38021,16.14408,2022-10-31 00:00:00+01,,,,,,,,,,,,,,,,Puglia Imperiale,,,,,,,,16,,,,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,sedieJob,
452,,Polepolebeachbar,Polepolebeachbar,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075035,Lecce,Bibione,s.n.c.,polepolebeachbar@libero.it,3801470906,Spiaggiabella,carettoandrea@pec.it,,,,,,,,,,,,,2021-10-02 00:00:00+02,3801470906,,93.29.20,,,,Pendenza rampa,Percorsi,Ciotola acqua,,Altro | Per altre esigenze specifiche,,,,,Salento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,,Pole Pole Beach Bar,,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075036,Lequile,Via Bibione,,polepolebeachbar@libero.it,,,,,,polepole beach bar,stabilimento  balneare,,,,,,,40.467484,18.180977,2019-07-01 00:00:00+02,,,,,,,,,,,,,,,,Salento,,,,,,,,16,,,spiaggia bella,,Privato scoperto gratuito,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
454,,PUNTA DELLE SIRENE,CAROL SRL,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071060,Vieste,L.RE E. MATTEI - LOC. SOTTO IL PONTE,,michele.fusillo@tiscali.it,3476127839,,,,,,,,,,,,,,,2019-07-01 00:00:00+02,3476127839,,,,,,,,,,,,,,,Gargano e Daunia,,,,,,,,16,,,,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,,
455,,PUNTARENAS,PUNTARENAS SRL,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075093,Vernole,Litoranea San Cataldo - San Foca,103,info@puntarenas-salento.it,3333055378,,,www.puntarenas-salento,,PUNTARENAS SALENTO,spiaggia attrezzata bar ristorante con specialità di pesce,,,,,,,40.27166,18.33965,2019-07-01 00:00:00+02,3333055378,,,,,,,,,,,,,,,Salento,,,,,,,,16,,,TORRE SPECCHIA - VERNOLE,,Custodito | Privato scoperto gratuito,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
456,,Q 70,Stenov di Iacovelli Stefania,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075079,Squinzano,Via Mauro Paticchio,44,lidoq70@libero.it,,,nuovolidosas@pec.it,www.lidoq70@libero.it,,Lido Q70,Attività di stabilimento balneare con servizio bar,,,,,,,40.492493,18.127909,2022-09-28 00:00:00+02,,,,,,,,,,,,,,,,Salento,,,,,,,,16,,,Casalabate,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,sedieJob,
457,,RIFRAN s.a.s.,RIFRAN s.a.s. di Francioso Oronzo,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,074,BR,Brindisi,ITF,ITF4,ITF44,074012,Ostuni,Contrada Santa Lucia,,info@paragrafo25.it,,,,www.paragrafo25.it,,Paragrafo 25,Lounge Beach Club,,,,,,,40.72859,17.575045,2019-07-01 00:00:00+02,,,,,,,,,,,,,,,,Valle d'Itria e Murgia dei Trulli,,,,,,,,16,,,Contrada Santa Lucia,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
458,,Risorgimento Titta,EREDI BRIGIDA ROSA SDF,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071029,Manfredonia,lungomare spiaggia castello,snc,Giuseppe.Titta@libero.it,0884534441,,,,,,"Stabilimento balneare con attività di nolo ombrelloni, sdraio e lettini ed annesso chiosco bar.",,,,,,,41.630733,15.916511,2022-09-21 00:00:00+02,0884534441,,,,,,Pendenza rampa,Percorsi,,,,,,,,Gargano e Daunia,,,,,,,,16,,,,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,sedieJob,
459,,Riva Del Sole di Maruccia Federica,Riva Del Sole di Maruccia Federica,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075057,Otranto,Provinciale San Cataldo Otranto,,info@rivadelsole.info,3392319094,,,www.spiaggiarivadelsole.com,,riva del sole,Stabilimento balneare,,,,,,,40.143898,18.491167,2022-10-01 00:00:00+02,3392319094,,,,,,,,,,,,,,,Salento,,,,,,,,16,,,laghi alimini,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
460,,RO.MAT. Lido Il gabbiano,RO.MAT. di Raimondi Matteo & Co. snc,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,073,TA,Taranto,ITF,ITF4,ITF43,073007,Ginosa,Via Mare delle Antille - Marina di Ginosa,snc,0998294091@iol.it,0998277872,,,,,Lido il Gabbiano,Stabilimento balneare con bar e ristornate,,,,,,,40.577404,16.755808,2019-07-01 00:00:00+02,0998277872,,,,,,,,,,,,,,,"Magna Grecia, Murgia e Gravine",,,,,,,,16,,,Marina di Ginosa,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
461,,ROSA DEI VENTI SRL,ROSA DEI VENTI SRL,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071038,Peschici,LOCALITA' SAN NICOLA,,DIREZIONE@VERDEROSAEASSOCIATISRL.IT,3475004872,,,,,,STABILIMENTO BALNEARE,,,,,,,41.944794,16.027649,2023-09-25 00:00:00+02,3475004872,,,,,,,,,,,,,,,Gargano e Daunia,,,,,,,,16,,,Foggia,,Privato scoperto gratuito,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
462,,Rubino's Beach di Gelormini Prospera & C. s.a.s.,Rubino's Beach di Gelormini Prospera & C. s.a.s.,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071027,Lesina,Località Acquarotta - Lesina - Marina,,studioparadisi41@gmail.com,0882225391,,,,,RUBINO'S BEACH,STABILIMENTO BALNEARE  ATTREZZATO PER DIVERTIMENTO E RELAX,,,,,,,41.91359,15.333854,2019-07-01 00:00:00+02,0882225391,,,,,,,,,,,,,,,Gargano e Daunia,,,,,,,,16,,,LOCALITA' ACQUAROTTA - LESINA MARINA,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,passerelle,
463,,Ruggieri Pantaleo,Ruggieri Pantaleo,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,110,BT,Barletta-Andria-Trani,ITF,ITF4,ITF48,110003,Bisceglie,Lungomare Paternostro Loc. Salsello,snc,info@mauroportoso.it,,,,,,,Stabilimento Balnerare con solo affitto di sdraio e lettini,,,,,,,41.242725,16.502066,2019-07-01 00:00:00+02,,,,,,,,,,,,,,,,Puglia Imperiale,,,,,,,,16,,,,,Privato scoperto a pagamento,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,docce,
464,,Sabbia d'oro,Sabbia d'oro s.a.s. di Dolores Petrosillo,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,072,BA,Bari,ITF,ITF4,ITF47,072030,Monopoli,Litoranea Capitolo,nc,info@sabbiadorobeach.com,3356539973,Monopoli,sabbiadoro.sas@legalmail.it,www.sabbiadorobeach.com,Inglese | Italiano,Sabbiadoro,Stabilimento Balneare,https://dms.ect.regione.puglia.it/image/20145/foto1-20145.jpg,https://dms.ect.regione.puglia.it/image/20145/foto2-20145.jpg,https://dms.ect.regione.puglia.it/image/20145/foto3-20145.jpg,https://dms.ect.regione.puglia.it/image/20145/foto4-20145.jpg,https://dms.ect.regione.puglia.it/image/20145/foto5-20145.jpg,,40.89762,17.369656,2023-10-17 00:00:00+02,3356539973,,,,,Tutte,,,,Bar | Punto ristoro | Ristorante,Tipica | Vegetariana | Italiana | Gourmet | Tradizionale | Vegana,,,,,Bari e la costa,,,,,,,,16,,,Capitolo,,Privato coperto a pagamento | Custodito | Privato scoperto a pagamento,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,sedieJob,
465,,Sabbia D'Oro,Vescia Andrea & C. s.a.s.,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071043,Rodi Garganico,Via Varano,34,info@hotelrivablu.it,0884965289,,rivablu@mypec.eu,www.lidosabbiadororodi.it,Francese | Inglese | Italiano | Tedesco,Lido Sabbia D'Oro,"Il Lido Sabbia D'Oro è ideale per famiglie con bambini, permette lunghe passeggiate panoramiche lungo la bellissima costa di Ponente. Attenti a soddisfare ogni esigenza, abbiamo curato in ogni dettaglio la funzionalità della spiaggia e i servizi ad essa correlati. Relax e confort, divertimento e animazione, sicurezza e servizi per persone diversamente abili. Ora il Lido Sabbia d¿Oro si è avvicinato ancora di più alle esigenze dei turisti, offrendo loro un nuovissimo servizio: la PET BEACH, un¿area dedicata a chi vuole portare in spiaggia il proprio amico a quattro zampe.",https://www.dms.puglia.it/digitalmanagementsystem/image/20029/foto1-20029.jpg,,,,,,41.92865,15.877496,2023-09-04 00:00:00+02,0884965289,,,internet- telefono,,si,,,Ciotola acqua | Ciotola croccantini | Spazio apposito per animali,Quotidiano | Bar | Punto ristoro,Tipica,,,,,Gargano e Daunia,,,,,,,,16,Foggia,RODI GARGANICO,sotto la costa,,Privato coperto a pagamento | Privato scoperto gratuito,Connessione WiFi gratuita,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
